eventTick,eventTimeSec,triggerColumn,triggerName
95284,9.5284,14,downlink_received
95287,9.5287,4,uplink_received
95300,9.53,1,sensor_activated
95300,9.53,5,estimator_activated
95306,9.5306,2,sensor_finished
95307,9.5307,3,uplink_sent
95309,9.5309,6,estimator_finished
95337,9.5337,4,uplink_received
95350,9.535,1,sensor_activated
95356,9.5356,2,sensor_finished
95357,9.5357,3,uplink_sent
95387,9.5387,4,uplink_received
95400,9.54,1,sensor_activated
95400,9.54,5,estimator_activated
95400,9.54,7,controller_activated
95400,9.54,9,feedforward_activated
95400,9.54,11,merger_activated
95400,9.54,15,actuator_activated
95403,9.5403,8,controller_finished
95403,9.5403,12,merger_finished
95404,9.5404,13,downlink_sent
95405,9.5405,16,actuator_finished
95406,9.5406,2,sensor_finished
95407,9.5407,3,uplink_sent
95409,9.5409,6,estimator_finished
95412,9.5412,10,feedforward_finished
95437,9.5437,4,uplink_received
95450,9.545,1,sensor_activated
95456,9.5456,2,sensor_finished
95457,9.5457,3,uplink_sent
95484,9.5484,14,downlink_received
95487,9.5487,4,uplink_received
95500,9.55,1,sensor_activated
95500,9.55,5,estimator_activated
95506,9.5506,2,sensor_finished
95507,9.5507,3,uplink_sent
95509,9.5509,6,estimator_finished
95537,9.5537,4,uplink_received
95550,9.555,1,sensor_activated
95556,9.5556,2,sensor_finished
95557,9.5557,3,uplink_sent
95587,9.5587,4,uplink_received
95600,9.56,1,sensor_activated
95600,9.56,5,estimator_activated
95600,9.56,7,controller_activated
95600,9.56,9,feedforward_activated
95600,9.56,11,merger_activated
95603,9.5603,8,controller_finished
95603,9.5603,12,merger_finished
95604,9.5604,13,downlink_sent
95606,9.5606,2,sensor_finished
95607,9.5607,3,uplink_sent
95609,9.5609,6,estimator_finished
95612,9.5612,10,feedforward_finished
95637,9.5637,4,uplink_received
95650,9.565,1,sensor_activated
95656,9.5656,2,sensor_finished
95657,9.5657,3,uplink_sent
95684,9.5684,14,downlink_received
95687,9.5687,4,uplink_received
95700,9.57,1,sensor_activated
95700,9.57,5,estimator_activated
95700,9.57,15,actuator_activated
95705,9.5705,16,actuator_finished
95706,9.5706,2,sensor_finished
95707,9.5707,3,uplink_sent
95709,9.5709,6,estimator_finished
95737,9.5737,4,uplink_received
95750,9.575,1,sensor_activated
95756,9.5756,2,sensor_finished
95757,9.5757,3,uplink_sent
95787,9.5787,4,uplink_received
95800,9.58,1,sensor_activated
95800,9.58,5,estimator_activated
95800,9.58,7,controller_activated
95800,9.58,9,feedforward_activated
95800,9.58,11,merger_activated
95803,9.5803,8,controller_finished
95803,9.5803,12,merger_finished
95804,9.5804,13,downlink_sent
95806,9.5806,2,sensor_finished
95807,9.5807,3,uplink_sent
95809,9.5809,6,estimator_finished
95812,9.5812,10,feedforward_finished
95837,9.5837,4,uplink_received
95850,9.585,1,sensor_activated
95856,9.5856,2,sensor_finished
95857,9.5857,3,uplink_sent
95884,9.5884,14,downlink_received
95887,9.5887,4,uplink_received
95900,9.59,1,sensor_activated
95900,9.59,5,estimator_activated
95906,9.5906,2,sensor_finished
95907,9.5907,3,uplink_sent
95909,9.5909,6,estimator_finished
95937,9.5937,4,uplink_received
95950,9.595,1,sensor_activated
95956,9.5956,2,sensor_finished
95957,9.5957,3,uplink_sent
95987,9.5987,4,uplink_received
96000,9.6,1,sensor_activated
96000,9.6,5,estimator_activated
96000,9.6,7,controller_activated
96000,9.6,9,feedforward_activated
96000,9.6,11,merger_activated
96000,9.6,15,actuator_activated
96003,9.6003,8,controller_finished
96003,9.6003,12,merger_finished
96004,9.6004,13,downlink_sent
96005,9.6005,16,actuator_finished
96006,9.6006,2,sensor_finished
96007,9.6007,3,uplink_sent
96009,9.6009,6,estimator_finished
96012,9.6012,10,feedforward_finished
96037,9.6037,4,uplink_received
96050,9.605,1,sensor_activated
96056,9.6056,2,sensor_finished
96057,9.6057,3,uplink_sent
96084,9.6084,14,downlink_received
96087,9.6087,4,uplink_received
96100,9.61,1,sensor_activated
96100,9.61,5,estimator_activated
96106,9.6106,2,sensor_finished
96107,9.6107,3,uplink_sent
96109,9.6109,6,estimator_finished
96137,9.6137,4,uplink_received
96150,9.615,1,sensor_activated
96156,9.6156,2,sensor_finished
96157,9.6157,3,uplink_sent
96187,9.6187,4,uplink_received
96200,9.62,1,sensor_activated
96200,9.62,5,estimator_activated
96200,9.62,7,controller_activated
96200,9.62,9,feedforward_activated
96200,9.62,11,merger_activated
96203,9.6203,8,controller_finished
96203,9.6203,12,merger_finished
96204,9.6204,13,downlink_sent
96206,9.6206,2,sensor_finished
96207,9.6207,3,uplink_sent
96209,9.6209,6,estimator_finished
96212,9.6212,10,feedforward_finished
96237,9.6237,4,uplink_received
96250,9.625,1,sensor_activated
96256,9.6256,2,sensor_finished
96257,9.6257,3,uplink_sent
96284,9.6284,14,downlink_received
96287,9.6287,4,uplink_received
96300,9.63,1,sensor_activated
96300,9.63,5,estimator_activated
96300,9.63,15,actuator_activated
96305,9.6305,16,actuator_finished
96306,9.6306,2,sensor_finished
96307,9.6307,3,uplink_sent
96309,9.6309,6,estimator_finished
96337,9.6337,4,uplink_received
96350,9.635,1,sensor_activated
96356,9.6356,2,sensor_finished
96357,9.6357,3,uplink_sent
96387,9.6387,4,uplink_received
96400,9.64,1,sensor_activated
96400,9.64,5,estimator_activated
96400,9.64,7,controller_activated
96400,9.64,9,feedforward_activated
96400,9.64,11,merger_activated
96403,9.6403,8,controller_finished
96403,9.6403,12,merger_finished
96404,9.6404,13,downlink_sent
96406,9.6406,2,sensor_finished
96407,9.6407,3,uplink_sent
96409,9.6409,6,estimator_finished
96412,9.6412,10,feedforward_finished
96437,9.6437,4,uplink_received
96450,9.645,1,sensor_activated
96456,9.6456,2,sensor_finished
96457,9.6457,3,uplink_sent
96484,9.6484,14,downlink_received
96487,9.6487,4,uplink_received
96500,9.65,1,sensor_activated
96500,9.65,5,estimator_activated
96506,9.6506,2,sensor_finished
96507,9.6507,3,uplink_sent
96509,9.6509,6,estimator_finished
96537,9.6537,4,uplink_received
96550,9.655,1,sensor_activated
96556,9.6556,2,sensor_finished
96557,9.6557,3,uplink_sent
96587,9.6587,4,uplink_received
96600,9.66,1,sensor_activated
96600,9.66,5,estimator_activated
96600,9.66,7,controller_activated
96600,9.66,9,feedforward_activated
96600,9.66,11,merger_activated
96600,9.66,15,actuator_activated
96603,9.6603,8,controller_finished
96603,9.6603,12,merger_finished
96604,9.6604,13,downlink_sent
96605,9.6605,16,actuator_finished
96606,9.6606,2,sensor_finished
96607,9.6607,3,uplink_sent
96609,9.6609,6,estimator_finished
96612,9.6612,10,feedforward_finished
96637,9.6637,4,uplink_received
96650,9.665,1,sensor_activated
96656,9.6656,2,sensor_finished
96657,9.6657,3,uplink_sent
96684,9.6684,14,downlink_received
96687,9.6687,4,uplink_received
96700,9.67,1,sensor_activated
96700,9.67,5,estimator_activated
96706,9.6706,2,sensor_finished
96707,9.6707,3,uplink_sent
96709,9.6709,6,estimator_finished
96737,9.6737,4,uplink_received
96750,9.675,1,sensor_activated
96756,9.6756,2,sensor_finished
96757,9.6757,3,uplink_sent
96787,9.6787,4,uplink_received
96800,9.68,1,sensor_activated
96800,9.68,5,estimator_activated
96800,9.68,7,controller_activated
96800,9.68,9,feedforward_activated
96800,9.68,11,merger_activated
96803,9.6803,8,controller_finished
96803,9.6803,12,merger_finished
96804,9.6804,13,downlink_sent
96806,9.6806,2,sensor_finished
96807,9.6807,3,uplink_sent
96809,9.6809,6,estimator_finished
96812,9.6812,10,feedforward_finished
96837,9.6837,4,uplink_received
96850,9.685,1,sensor_activated
96856,9.6856,2,sensor_finished
96857,9.6857,3,uplink_sent
96884,9.6884,14,downlink_received
96887,9.6887,4,uplink_received
96900,9.69,1,sensor_activated
96900,9.69,5,estimator_activated
96900,9.69,15,actuator_activated
96905,9.6905,16,actuator_finished
96906,9.6906,2,sensor_finished
96907,9.6907,3,uplink_sent
96909,9.6909,6,estimator_finished
96937,9.6937,4,uplink_received
96950,9.695,1,sensor_activated
96956,9.6956,2,sensor_finished
96957,9.6957,3,uplink_sent
96987,9.6987,4,uplink_received
97000,9.7,1,sensor_activated
97000,9.7,5,estimator_activated
97000,9.7,7,controller_activated
97000,9.7,9,feedforward_activated
97000,9.7,11,merger_activated
97003,9.7003,8,controller_finished
97003,9.7003,12,merger_finished
97004,9.7004,13,downlink_sent
97006,9.7006,2,sensor_finished
97007,9.7007,3,uplink_sent
97009,9.7009,6,estimator_finished
97012,9.7012,10,feedforward_finished
97037,9.7037,4,uplink_received
97050,9.705,1,sensor_activated
97056,9.7056,2,sensor_finished
97057,9.7057,3,uplink_sent
97084,9.7084,14,downlink_received
97087,9.7087,4,uplink_received
97100,9.71,1,sensor_activated
97100,9.71,5,estimator_activated
97106,9.7106,2,sensor_finished
97107,9.7107,3,uplink_sent
97109,9.7109,6,estimator_finished
97137,9.7137,4,uplink_received
97150,9.715,1,sensor_activated
97156,9.7156,2,sensor_finished
97157,9.7157,3,uplink_sent
97187,9.7187,4,uplink_received
97200,9.72,1,sensor_activated
97200,9.72,5,estimator_activated
97200,9.72,7,controller_activated
97200,9.72,9,feedforward_activated
97200,9.72,11,merger_activated
97200,9.72,15,actuator_activated
97203,9.7203,8,controller_finished
97203,9.7203,12,merger_finished
97204,9.7204,13,downlink_sent
97205,9.7205,16,actuator_finished
97206,9.7206,2,sensor_finished
97207,9.7207,3,uplink_sent
97209,9.7209,6,estimator_finished
97212,9.7212,10,feedforward_finished
97237,9.7237,4,uplink_received
97250,9.725,1,sensor_activated
97256,9.7256,2,sensor_finished
97257,9.7257,3,uplink_sent
97284,9.7284,14,downlink_received
97287,9.7287,4,uplink_received
97300,9.73,1,sensor_activated
97300,9.73,5,estimator_activated
97306,9.7306,2,sensor_finished
97307,9.7307,3,uplink_sent
97309,9.7309,6,estimator_finished
97337,9.7337,4,uplink_received
97350,9.735,1,sensor_activated
97356,9.7356,2,sensor_finished
97357,9.7357,3,uplink_sent
97387,9.7387,4,uplink_received
97400,9.74,1,sensor_activated
97400,9.74,5,estimator_activated
97400,9.74,7,controller_activated
97400,9.74,9,feedforward_activated
97400,9.74,11,merger_activated
97403,9.7403,8,controller_finished
97403,9.7403,12,merger_finished
97404,9.7404,13,downlink_sent
97406,9.7406,2,sensor_finished
97407,9.7407,3,uplink_sent
97409,9.7409,6,estimator_finished
97412,9.7412,10,feedforward_finished
97437,9.7437,4,uplink_received
97450,9.745,1,sensor_activated
97456,9.7456,2,sensor_finished
97457,9.7457,3,uplink_sent
97484,9.7484,14,downlink_received
97487,9.7487,4,uplink_received
97500,9.75,1,sensor_activated
97500,9.75,5,estimator_activated
97500,9.75,15,actuator_activated
97505,9.7505,16,actuator_finished
97506,9.7506,2,sensor_finished
97507,9.7507,3,uplink_sent
97509,9.7509,6,estimator_finished
97537,9.7537,4,uplink_received
97550,9.755,1,sensor_activated
97556,9.7556,2,sensor_finished
97557,9.7557,3,uplink_sent
97587,9.7587,4,uplink_received
97600,9.76,1,sensor_activated
97600,9.76,5,estimator_activated
97600,9.76,7,controller_activated
97600,9.76,9,feedforward_activated
97600,9.76,11,merger_activated
97603,9.7603,8,controller_finished
97603,9.7603,12,merger_finished
97604,9.7604,13,downlink_sent
97606,9.7606,2,sensor_finished
97607,9.7607,3,uplink_sent
97609,9.7609,6,estimator_finished
97612,9.7612,10,feedforward_finished
97637,9.7637,4,uplink_received
97650,9.765,1,sensor_activated
97656,9.7656,2,sensor_finished
97657,9.7657,3,uplink_sent
97684,9.7684,14,downlink_received
97687,9.7687,4,uplink_received
97700,9.77,1,sensor_activated
97700,9.77,5,estimator_activated
97706,9.7706,2,sensor_finished
97707,9.7707,3,uplink_sent
97709,9.7709,6,estimator_finished
97737,9.7737,4,uplink_received
97750,9.775,1,sensor_activated
97756,9.7756,2,sensor_finished
97757,9.7757,3,uplink_sent
97787,9.7787,4,uplink_received
97800,9.78,1,sensor_activated
97800,9.78,5,estimator_activated
97800,9.78,7,controller_activated
97800,9.78,9,feedforward_activated
97800,9.78,11,merger_activated
97800,9.78,15,actuator_activated
97803,9.7803,8,controller_finished
97803,9.7803,12,merger_finished
97804,9.7804,13,downlink_sent
97805,9.7805,16,actuator_finished
97806,9.7806,2,sensor_finished
97807,9.7807,3,uplink_sent
97809,9.7809,6,estimator_finished
97812,9.7812,10,feedforward_finished
97837,9.7837,4,uplink_received
97850,9.785,1,sensor_activated
97856,9.7856,2,sensor_finished
97857,9.7857,3,uplink_sent
97884,9.7884,14,downlink_received
97887,9.7887,4,uplink_received
97900,9.79,1,sensor_activated
97900,9.79,5,estimator_activated
97906,9.7906,2,sensor_finished
97907,9.7907,3,uplink_sent
97909,9.7909,6,estimator_finished
97937,9.7937,4,uplink_received
97950,9.795,1,sensor_activated
97956,9.7956,2,sensor_finished
97957,9.7957,3,uplink_sent
97987,9.7987,4,uplink_received
98000,9.8,1,sensor_activated
98000,9.8,5,estimator_activated
98000,9.8,7,controller_activated
98000,9.8,9,feedforward_activated
98000,9.8,11,merger_activated
98003,9.8003,8,controller_finished
98003,9.8003,12,merger_finished
98004,9.8004,13,downlink_sent
98006,9.8006,2,sensor_finished
98007,9.8007,3,uplink_sent
98009,9.8009,6,estimator_finished
98012,9.8012,10,feedforward_finished
98037,9.8037,4,uplink_received
98050,9.805,1,sensor_activated
98056,9.8056,2,sensor_finished
98057,9.8057,3,uplink_sent
98084,9.8084,14,downlink_received
98087,9.8087,4,uplink_received
98100,9.81,1,sensor_activated
98100,9.81,5,estimator_activated
98100,9.81,15,actuator_activated
98105,9.8105,16,actuator_finished
98106,9.8106,2,sensor_finished
98107,9.8107,3,uplink_sent
98109,9.8109,6,estimator_finished
98137,9.8137,4,uplink_received
98150,9.815,1,sensor_activated
98156,9.8156,2,sensor_finished
98157,9.8157,3,uplink_sent
98187,9.8187,4,uplink_received
98200,9.82,1,sensor_activated
98200,9.82,5,estimator_activated
98200,9.82,7,controller_activated
98200,9.82,9,feedforward_activated
98200,9.82,11,merger_activated
98203,9.8203,8,controller_finished
98203,9.8203,12,merger_finished
98204,9.8204,13,downlink_sent
98206,9.8206,2,sensor_finished
98207,9.8207,3,uplink_sent
98209,9.8209,6,estimator_finished
98212,9.8212,10,feedforward_finished
98237,9.8237,4,uplink_received
98250,9.825,1,sensor_activated
98256,9.8256,2,sensor_finished
98257,9.8257,3,uplink_sent
98284,9.8284,14,downlink_received
98287,9.8287,4,uplink_received
98300,9.83,1,sensor_activated
98300,9.83,5,estimator_activated
98306,9.8306,2,sensor_finished
98307,9.8307,3,uplink_sent
98309,9.8309,6,estimator_finished
98337,9.8337,4,uplink_received
98350,9.835,1,sensor_activated
98356,9.8356,2,sensor_finished
98357,9.8357,3,uplink_sent
98387,9.8387,4,uplink_received
98400,9.84,1,sensor_activated
98400,9.84,5,estimator_activated
98400,9.84,7,controller_activated
98400,9.84,9,feedforward_activated
98400,9.84,11,merger_activated
98400,9.84,15,actuator_activated
98403,9.8403,8,controller_finished
98403,9.8403,12,merger_finished
98404,9.8404,13,downlink_sent
98405,9.8405,16,actuator_finished
98406,9.8406,2,sensor_finished
98407,9.8407,3,uplink_sent
98409,9.8409,6,estimator_finished
98412,9.8412,10,feedforward_finished
98437,9.8437,4,uplink_received
98450,9.845,1,sensor_activated
98456,9.8456,2,sensor_finished
98457,9.8457,3,uplink_sent
98484,9.8484,14,downlink_received
98487,9.8487,4,uplink_received
98500,9.85,1,sensor_activated
98500,9.85,5,estimator_activated
98506,9.8506,2,sensor_finished
98507,9.8507,3,uplink_sent
98509,9.8509,6,estimator_finished
98537,9.8537,4,uplink_received
98550,9.855,1,sensor_activated
98556,9.8556,2,sensor_finished
98557,9.8557,3,uplink_sent
98587,9.8587,4,uplink_received
98600,9.86,1,sensor_activated
98600,9.86,5,estimator_activated
98600,9.86,7,controller_activated
98600,9.86,9,feedforward_activated
98600,9.86,11,merger_activated
98603,9.8603,8,controller_finished
98603,9.8603,12,merger_finished
98604,9.8604,13,downlink_sent
98606,9.8606,2,sensor_finished
98607,9.8607,3,uplink_sent
98609,9.8609,6,estimator_finished
98612,9.8612,10,feedforward_finished
98637,9.8637,4,uplink_received
98650,9.865,1,sensor_activated
98656,9.8656,2,sensor_finished
98657,9.8657,3,uplink_sent
98684,9.8684,14,downlink_received
98687,9.8687,4,uplink_received
98700,9.87,1,sensor_activated
98700,9.87,5,estimator_activated
98700,9.87,15,actuator_activated
98705,9.8705,16,actuator_finished
98706,9.8706,2,sensor_finished
98707,9.8707,3,uplink_sent
98709,9.8709,6,estimator_finished
98737,9.8737,4,uplink_received
98750,9.875,1,sensor_activated
98756,9.8756,2,sensor_finished
98757,9.8757,3,uplink_sent
98787,9.8787,4,uplink_received
98800,9.88,1,sensor_activated
98800,9.88,5,estimator_activated
98800,9.88,7,controller_activated
98800,9.88,9,feedforward_activated
98800,9.88,11,merger_activated
98803,9.8803,8,controller_finished
98803,9.8803,12,merger_finished
98804,9.8804,13,downlink_sent
98806,9.8806,2,sensor_finished
98807,9.8807,3,uplink_sent
98809,9.8809,6,estimator_finished
98812,9.8812,10,feedforward_finished
98837,9.8837,4,uplink_received
98850,9.885,1,sensor_activated
98856,9.8856,2,sensor_finished
98857,9.8857,3,uplink_sent
98884,9.8884,14,downlink_received
98887,9.8887,4,uplink_received
98900,9.89,1,sensor_activated
98900,9.89,5,estimator_activated
98906,9.8906,2,sensor_finished
98907,9.8907,3,uplink_sent
98909,9.8909,6,estimator_finished
98937,9.8937,4,uplink_received
98950,9.895,1,sensor_activated
98956,9.8956,2,sensor_finished
98957,9.8957,3,uplink_sent
98987,9.8987,4,uplink_received
99000,9.9,1,sensor_activated
99000,9.9,5,estimator_activated
99000,9.9,7,controller_activated
99000,9.9,9,feedforward_activated
99000,9.9,11,merger_activated
99000,9.9,15,actuator_activated
99003,9.9003,8,controller_finished
99003,9.9003,12,merger_finished
99004,9.9004,13,downlink_sent
99005,9.9005,16,actuator_finished
99006,9.9006,2,sensor_finished
99007,9.9007,3,uplink_sent
99009,9.9009,6,estimator_finished
99012,9.9012,10,feedforward_finished
99037,9.9037,4,uplink_received
99050,9.905,1,sensor_activated
99056,9.9056,2,sensor_finished
99057,9.9057,3,uplink_sent
99084,9.9084,14,downlink_received
99087,9.9087,4,uplink_received
99100,9.91,1,sensor_activated
99100,9.91,5,estimator_activated
99106,9.9106,2,sensor_finished
99107,9.9107,3,uplink_sent
99109,9.9109,6,estimator_finished
99137,9.9137,4,uplink_received
99150,9.915,1,sensor_activated
99156,9.9156,2,sensor_finished
99157,9.9157,3,uplink_sent
99187,9.9187,4,uplink_received
99200,9.92,1,sensor_activated
99200,9.92,5,estimator_activated
99200,9.92,7,controller_activated
99200,9.92,9,feedforward_activated
99200,9.92,11,merger_activated
99203,9.9203,8,controller_finished
99203,9.9203,12,merger_finished
99204,9.9204,13,downlink_sent
99206,9.9206,2,sensor_finished
99207,9.9207,3,uplink_sent
99209,9.9209,6,estimator_finished
99212,9.9212,10,feedforward_finished
99237,9.9237,4,uplink_received
99250,9.925,1,sensor_activated
99256,9.9256,2,sensor_finished
99257,9.9257,3,uplink_sent
99284,9.9284,14,downlink_received
99287,9.9287,4,uplink_received
99300,9.93,1,sensor_activated
99300,9.93,5,estimator_activated
99300,9.93,15,actuator_activated
99305,9.9305,16,actuator_finished
99306,9.9306,2,sensor_finished
99307,9.9307,3,uplink_sent
99309,9.9309,6,estimator_finished
99337,9.9337,4,uplink_received
99350,9.935,1,sensor_activated
99356,9.9356,2,sensor_finished
99357,9.9357,3,uplink_sent
99387,9.9387,4,uplink_received
99400,9.94,1,sensor_activated
99400,9.94,5,estimator_activated
99400,9.94,7,controller_activated
99400,9.94,9,feedforward_activated
99400,9.94,11,merger_activated
99403,9.9403,8,controller_finished
99403,9.9403,12,merger_finished
99404,9.9404,13,downlink_sent
99406,9.9406,2,sensor_finished
99407,9.9407,3,uplink_sent
99409,9.9409,6,estimator_finished
99412,9.9412,10,feedforward_finished
99437,9.9437,4,uplink_received
99450,9.945,1,sensor_activated
99456,9.9456,2,sensor_finished
99457,9.9457,3,uplink_sent
99484,9.9484,14,downlink_received
99487,9.9487,4,uplink_received
99500,9.95,1,sensor_activated
99500,9.95,5,estimator_activated
99506,9.9506,2,sensor_finished
99507,9.9507,3,uplink_sent
99509,9.9509,6,estimator_finished
99537,9.9537,4,uplink_received
99550,9.955,1,sensor_activated
99556,9.9556,2,sensor_finished
99557,9.9557,3,uplink_sent
99587,9.9587,4,uplink_received
99600,9.96,1,sensor_activated
99600,9.96,5,estimator_activated
99600,9.96,7,controller_activated
99600,9.96,9,feedforward_activated
99600,9.96,11,merger_activated
99600,9.96,15,actuator_activated
99603,9.9603,8,controller_finished
99603,9.9603,12,merger_finished
99604,9.9604,13,downlink_sent
99605,9.9605,16,actuator_finished
99606,9.9606,2,sensor_finished
99607,9.9607,3,uplink_sent
99609,9.9609,6,estimator_finished
99612,9.9612,10,feedforward_finished
99637,9.9637,4,uplink_received
99650,9.965,1,sensor_activated
99656,9.9656,2,sensor_finished
99657,9.9657,3,uplink_sent
99684,9.9684,14,downlink_received
99687,9.9687,4,uplink_received
99700,9.97,1,sensor_activated
99700,9.97,5,estimator_activated
99706,9.9706,2,sensor_finished
99707,9.9707,3,uplink_sent
99709,9.9709,6,estimator_finished
99737,9.9737,4,uplink_received
99750,9.975,1,sensor_activated
99756,9.9756,2,sensor_finished
99757,9.9757,3,uplink_sent
99787,9.9787,4,uplink_received
99800,9.98,1,sensor_activated
99800,9.98,5,estimator_activated
99800,9.98,7,controller_activated
99800,9.98,9,feedforward_activated
99800,9.98,11,merger_activated
99803,9.9803,8,controller_finished
99803,9.9803,12,merger_finished
99804,9.9804,13,downlink_sent
99806,9.9806,2,sensor_finished
99807,9.9807,3,uplink_sent
99809,9.9809,6,estimator_finished
99812,9.9812,10,feedforward_finished
99837,9.9837,4,uplink_received
99850,9.985,1,sensor_activated
99856,9.9856,2,sensor_finished
99857,9.9857,3,uplink_sent
99884,9.9884,14,downlink_received
99887,9.9887,4,uplink_received
99900,9.99,1,sensor_activated
99900,9.99,5,estimator_activated
99900,9.99,15,actuator_activated
99905,9.9905,16,actuator_finished
99906,9.9906,2,sensor_finished
99907,9.9907,3,uplink_sent
99909,9.9909,6,estimator_finished
99937,9.9937,4,uplink_received
99950,9.995,1,sensor_activated
99956,9.9956,2,sensor_finished
99957,9.9957,3,uplink_sent
99987,9.9987,4,uplink_received
100000,10,1,sensor_activated
100000,10,5,estimator_activated
100000,10,7,controller_activated
100000,10,9,feedforward_activated
100000,10,11,merger_activated
100003,10.0003,8,controller_finished
100003,10.0003,12,merger_finished
100004,10.0004,13,downlink_sent
100006,10.0006,2,sensor_finished
100007,10.0007,3,uplink_sent
100009,10.0009,6,estimator_finished
100012,10.0012,10,feedforward_finished
100037,10.0037,4,uplink_received
100050,10.005,1,sensor_activated
100056,10.0056,2,sensor_finished
100057,10.0057,3,uplink_sent
100084,10.0084,14,downlink_received
100087,10.0087,4,uplink_received
100100,10.01,1,sensor_activated
100100,10.01,5,estimator_activated
100106,10.0106,2,sensor_finished
100107,10.0107,3,uplink_sent
100109,10.0109,6,estimator_finished
100137,10.0137,4,uplink_received
100150,10.015,1,sensor_activated
100156,10.0156,2,sensor_finished
100157,10.0157,3,uplink_sent
100187,10.0187,4,uplink_received
100200,10.02,1,sensor_activated
100200,10.02,5,estimator_activated
100200,10.02,7,controller_activated
100200,10.02,9,feedforward_activated
100200,10.02,11,merger_activated
100200,10.02,15,actuator_activated
100203,10.0203,8,controller_finished
100203,10.0203,12,merger_finished
100204,10.0204,13,downlink_sent
100205,10.0205,16,actuator_finished
100206,10.0206,2,sensor_finished
100207,10.0207,3,uplink_sent
100209,10.0209,6,estimator_finished
100212,10.0212,10,feedforward_finished
100237,10.0237,4,uplink_received
100250,10.025,1,sensor_activated
100256,10.0256,2,sensor_finished
100257,10.0257,3,uplink_sent
100284,10.0284,14,downlink_received
100287,10.0287,4,uplink_received
100300,10.03,1,sensor_activated
100300,10.03,5,estimator_activated
100306,10.0306,2,sensor_finished
100307,10.0307,3,uplink_sent
100309,10.0309,6,estimator_finished
100337,10.0337,4,uplink_received
100350,10.035,1,sensor_activated
100356,10.0356,2,sensor_finished
100357,10.0357,3,uplink_sent
100387,10.0387,4,uplink_received
100400,10.04,1,sensor_activated
100400,10.04,5,estimator_activated
100400,10.04,7,controller_activated
100400,10.04,9,feedforward_activated
100400,10.04,11,merger_activated
100403,10.0403,8,controller_finished
100403,10.0403,12,merger_finished
100404,10.0404,13,downlink_sent
100406,10.0406,2,sensor_finished
100407,10.0407,3,uplink_sent
100409,10.0409,6,estimator_finished
100412,10.0412,10,feedforward_finished
100437,10.0437,4,uplink_received
100450,10.045,1,sensor_activated
100456,10.0456,2,sensor_finished
100457,10.0457,3,uplink_sent
100484,10.0484,14,downlink_received
100487,10.0487,4,uplink_received
100500,10.05,1,sensor_activated
100500,10.05,5,estimator_activated
100500,10.05,15,actuator_activated
100505,10.0505,16,actuator_finished
100506,10.0506,2,sensor_finished
100507,10.0507,3,uplink_sent
100509,10.0509,6,estimator_finished
100537,10.0537,4,uplink_received
100550,10.055,1,sensor_activated
100556,10.0556,2,sensor_finished
100557,10.0557,3,uplink_sent
100587,10.0587,4,uplink_received
100600,10.06,1,sensor_activated
100600,10.06,5,estimator_activated
100600,10.06,7,controller_activated
100600,10.06,9,feedforward_activated
100600,10.06,11,merger_activated
100603,10.0603,8,controller_finished
100603,10.0603,12,merger_finished
100604,10.0604,13,downlink_sent
100606,10.0606,2,sensor_finished
100607,10.0607,3,uplink_sent
100609,10.0609,6,estimator_finished
100612,10.0612,10,feedforward_finished
100637,10.0637,4,uplink_received
100650,10.065,1,sensor_activated
100656,10.0656,2,sensor_finished
100657,10.0657,3,uplink_sent
100684,10.0684,14,downlink_received
100687,10.0687,4,uplink_received
100700,10.07,1,sensor_activated
100700,10.07,5,estimator_activated
100706,10.0706,2,sensor_finished
100707,10.0707,3,uplink_sent
100709,10.0709,6,estimator_finished
100737,10.0737,4,uplink_received
100750,10.075,1,sensor_activated
100756,10.0756,2,sensor_finished
100757,10.0757,3,uplink_sent
100787,10.0787,4,uplink_received
100800,10.08,1,sensor_activated
100800,10.08,5,estimator_activated
100800,10.08,7,controller_activated
100800,10.08,9,feedforward_activated
100800,10.08,11,merger_activated
100800,10.08,15,actuator_activated
100803,10.0803,8,controller_finished
100803,10.0803,12,merger_finished
100804,10.0804,13,downlink_sent
100805,10.0805,16,actuator_finished
100806,10.0806,2,sensor_finished
100807,10.0807,3,uplink_sent
100809,10.0809,6,estimator_finished
100812,10.0812,10,feedforward_finished
100837,10.0837,4,uplink_received
100850,10.085,1,sensor_activated
100856,10.0856,2,sensor_finished
100857,10.0857,3,uplink_sent
100884,10.0884,14,downlink_received
100887,10.0887,4,uplink_received
100900,10.09,1,sensor_activated
100900,10.09,5,estimator_activated
100906,10.0906,2,sensor_finished
100907,10.0907,3,uplink_sent
100909,10.0909,6,estimator_finished
100937,10.0937,4,uplink_received
100950,10.095,1,sensor_activated
100956,10.0956,2,sensor_finished
100957,10.0957,3,uplink_sent
100987,10.0987,4,uplink_received
101000,10.1,1,sensor_activated
101000,10.1,5,estimator_activated
101000,10.1,7,controller_activated
101000,10.1,9,feedforward_activated
101000,10.1,11,merger_activated
101003,10.1003,8,controller_finished
101003,10.1003,12,merger_finished
101004,10.1004,13,downlink_sent
101006,10.1006,2,sensor_finished
101007,10.1007,3,uplink_sent
101009,10.1009,6,estimator_finished
101012,10.1012,10,feedforward_finished
101037,10.1037,4,uplink_received
101050,10.105,1,sensor_activated
101056,10.1056,2,sensor_finished
101057,10.1057,3,uplink_sent
101084,10.1084,14,downlink_received
