eventTick,eventTimeSec,triggerColumn,triggerName
12004,1.2004,13,downlink_sent
12005,1.2005,16,actuator_finished
12006,1.2006,2,sensor_finished
12007,1.2007,3,uplink_sent
12009,1.2009,6,estimator_finished
12012,1.2012,10,feedforward_finished
12037,1.2037,4,uplink_received
12050,1.205,1,sensor_activated
12056,1.2056,2,sensor_finished
12057,1.2057,3,uplink_sent
12084,1.2084,14,downlink_received
12087,1.2087,4,uplink_received
12100,1.21,1,sensor_activated
12100,1.21,5,estimator_activated
12106,1.2106,2,sensor_finished
12107,1.2107,3,uplink_sent
12109,1.2109,6,estimator_finished
12137,1.2137,4,uplink_received
12150,1.215,1,sensor_activated
12156,1.2156,2,sensor_finished
12157,1.2157,3,uplink_sent
12187,1.2187,4,uplink_received
12200,1.22,1,sensor_activated
12200,1.22,5,estimator_activated
12200,1.22,7,controller_activated
12200,1.22,9,feedforward_activated
12200,1.22,11,merger_activated
12203,1.2203,8,controller_finished
12203,1.2203,12,merger_finished
12204,1.2204,13,downlink_sent
12206,1.2206,2,sensor_finished
12207,1.2207,3,uplink_sent
12209,1.2209,6,estimator_finished
12212,1.2212,10,feedforward_finished
12237,1.2237,4,uplink_received
12250,1.225,1,sensor_activated
12256,1.2256,2,sensor_finished
12257,1.2257,3,uplink_sent
12284,1.2284,14,downlink_received
12287,1.2287,4,uplink_received
12300,1.23,1,sensor_activated
12300,1.23,5,estimator_activated
12300,1.23,15,actuator_activated
12305,1.2305,16,actuator_finished
12306,1.2306,2,sensor_finished
12307,1.2307,3,uplink_sent
12309,1.2309,6,estimator_finished
12337,1.2337,4,uplink_received
12350,1.235,1,sensor_activated
12356,1.2356,2,sensor_finished
12357,1.2357,3,uplink_sent
12387,1.2387,4,uplink_received
12400,1.24,1,sensor_activated
12400,1.24,5,estimator_activated
12400,1.24,7,controller_activated
12400,1.24,9,feedforward_activated
12400,1.24,11,merger_activated
12403,1.2403,8,controller_finished
12403,1.2403,12,merger_finished
12404,1.2404,13,downlink_sent
12406,1.2406,2,sensor_finished
12407,1.2407,3,uplink_sent
12409,1.2409,6,estimator_finished
12412,1.2412,10,feedforward_finished
12437,1.2437,4,uplink_received
12450,1.245,1,sensor_activated
12456,1.2456,2,sensor_finished
12457,1.2457,3,uplink_sent
12484,1.2484,14,downlink_received
12487,1.2487,4,uplink_received
12500,1.25,1,sensor_activated
12500,1.25,5,estimator_activated
12506,1.2506,2,sensor_finished
12507,1.2507,3,uplink_sent
12509,1.2509,6,estimator_finished
12537,1.2537,4,uplink_received
12550,1.255,1,sensor_activated
12556,1.2556,2,sensor_finished
12557,1.2557,3,uplink_sent
12587,1.2587,4,uplink_received
12600,1.26,1,sensor_activated
12600,1.26,5,estimator_activated
12600,1.26,7,controller_activated
12600,1.26,9,feedforward_activated
12600,1.26,11,merger_activated
12600,1.26,15,actuator_activated
12603,1.2603,8,controller_finished
12603,1.2603,12,merger_finished
12604,1.2604,13,downlink_sent
12605,1.2605,16,actuator_finished
12606,1.2606,2,sensor_finished
12607,1.2607,3,uplink_sent
12609,1.2609,6,estimator_finished
12612,1.2612,10,feedforward_finished
12637,1.2637,4,uplink_received
12650,1.265,1,sensor_activated
12656,1.2656,2,sensor_finished
12657,1.2657,3,uplink_sent
12684,1.2684,14,downlink_received
12687,1.2687,4,uplink_received
12700,1.27,1,sensor_activated
12700,1.27,5,estimator_activated
12706,1.2706,2,sensor_finished
12707,1.2707,3,uplink_sent
12709,1.2709,6,estimator_finished
12737,1.2737,4,uplink_received
12750,1.275,1,sensor_activated
12756,1.2756,2,sensor_finished
12757,1.2757,3,uplink_sent
12787,1.2787,4,uplink_received
12800,1.28,1,sensor_activated
12800,1.28,5,estimator_activated
12800,1.28,7,controller_activated
12800,1.28,9,feedforward_activated
12800,1.28,11,merger_activated
12803,1.2803,8,controller_finished
12803,1.2803,12,merger_finished
12804,1.2804,13,downlink_sent
12806,1.2806,2,sensor_finished
12807,1.2807,3,uplink_sent
12809,1.2809,6,estimator_finished
12812,1.2812,10,feedforward_finished
12837,1.2837,4,uplink_received
12850,1.285,1,sensor_activated
12856,1.2856,2,sensor_finished
12857,1.2857,3,uplink_sent
12884,1.2884,14,downlink_received
12887,1.2887,4,uplink_received
12900,1.29,1,sensor_activated
12900,1.29,5,estimator_activated
12900,1.29,15,actuator_activated
12905,1.2905,16,actuator_finished
12906,1.2906,2,sensor_finished
12907,1.2907,3,uplink_sent
12909,1.2909,6,estimator_finished
12937,1.2937,4,uplink_received
12950,1.295,1,sensor_activated
12956,1.2956,2,sensor_finished
12957,1.2957,3,uplink_sent
12987,1.2987,4,uplink_received
13000,1.3,1,sensor_activated
13000,1.3,5,estimator_activated
13000,1.3,7,controller_activated
13000,1.3,9,feedforward_activated
13000,1.3,11,merger_activated
13003,1.3003,8,controller_finished
13003,1.3003,12,merger_finished
13004,1.3004,13,downlink_sent
13006,1.3006,2,sensor_finished
13007,1.3007,3,uplink_sent
13009,1.3009,6,estimator_finished
13012,1.3012,10,feedforward_finished
13037,1.3037,4,uplink_received
13050,1.305,1,sensor_activated
13056,1.3056,2,sensor_finished
13057,1.3057,3,uplink_sent
13084,1.3084,14,downlink_received
13087,1.3087,4,uplink_received
13100,1.31,1,sensor_activated
13100,1.31,5,estimator_activated
13106,1.3106,2,sensor_finished
13107,1.3107,3,uplink_sent
13109,1.3109,6,estimator_finished
13137,1.3137,4,uplink_received
13150,1.315,1,sensor_activated
13156,1.3156,2,sensor_finished
13157,1.3157,3,uplink_sent
13187,1.3187,4,uplink_received
13200,1.32,1,sensor_activated
13200,1.32,5,estimator_activated
13200,1.32,7,controller_activated
13200,1.32,9,feedforward_activated
13200,1.32,11,merger_activated
13200,1.32,15,actuator_activated
13203,1.3203,8,controller_finished
13203,1.3203,12,merger_finished
13204,1.3204,13,downlink_sent
13205,1.3205,16,actuator_finished
13206,1.3206,2,sensor_finished
13207,1.3207,3,uplink_sent
13209,1.3209,6,estimator_finished
13212,1.3212,10,feedforward_finished
13237,1.3237,4,uplink_received
13250,1.325,1,sensor_activated
13256,1.3256,2,sensor_finished
13257,1.3257,3,uplink_sent
13284,1.3284,14,downlink_received
13287,1.3287,4,uplink_received
13300,1.33,1,sensor_activated
13300,1.33,5,estimator_activated
13306,1.3306,2,sensor_finished
13307,1.3307,3,uplink_sent
13309,1.3309,6,estimator_finished
13337,1.3337,4,uplink_received
13350,1.335,1,sensor_activated
13356,1.3356,2,sensor_finished
13357,1.3357,3,uplink_sent
13387,1.3387,4,uplink_received
13400,1.34,1,sensor_activated
13400,1.34,5,estimator_activated
13400,1.34,7,controller_activated
13400,1.34,9,feedforward_activated
13400,1.34,11,merger_activated
13403,1.3403,8,controller_finished
13403,1.3403,12,merger_finished
13404,1.3404,13,downlink_sent
13406,1.3406,2,sensor_finished
13407,1.3407,3,uplink_sent
13409,1.3409,6,estimator_finished
13412,1.3412,10,feedforward_finished
13437,1.3437,4,uplink_received
13450,1.345,1,sensor_activated
13456,1.3456,2,sensor_finished
13457,1.3457,3,uplink_sent
13484,1.3484,14,downlink_received
13487,1.3487,4,uplink_received
13500,1.35,1,sensor_activated
13500,1.35,5,estimator_activated
13500,1.35,15,actuator_activated
13505,1.3505,16,actuator_finished
13506,1.3506,2,sensor_finished
13507,1.3507,3,uplink_sent
13509,1.3509,6,estimator_finished
13537,1.3537,4,uplink_received
13550,1.355,1,sensor_activated
13556,1.3556,2,sensor_finished
13557,1.3557,3,uplink_sent
13587,1.3587,4,uplink_received
13600,1.36,1,sensor_activated
13600,1.36,5,estimator_activated
13600,1.36,7,controller_activated
13600,1.36,9,feedforward_activated
13600,1.36,11,merger_activated
13603,1.3603,8,controller_finished
13603,1.3603,12,merger_finished
13604,1.3604,13,downlink_sent
13606,1.3606,2,sensor_finished
13607,1.3607,3,uplink_sent
13609,1.3609,6,estimator_finished
13612,1.3612,10,feedforward_finished
13637,1.3637,4,uplink_received
13650,1.365,1,sensor_activated
13656,1.3656,2,sensor_finished
13657,1.3657,3,uplink_sent
13684,1.3684,14,downlink_received
13687,1.3687,4,uplink_received
13700,1.37,1,sensor_activated
13700,1.37,5,estimator_activated
13706,1.3706,2,sensor_finished
13707,1.3707,3,uplink_sent
13709,1.3709,6,estimator_finished
13737,1.3737,4,uplink_received
13750,1.375,1,sensor_activated
13756,1.3756,2,sensor_finished
13757,1.3757,3,uplink_sent
13787,1.3787,4,uplink_received
13800,1.38,1,sensor_activated
13800,1.38,5,estimator_activated
13800,1.38,7,controller_activated
13800,1.38,9,feedforward_activated
13800,1.38,11,merger_activated
13800,1.38,15,actuator_activated
13803,1.3803,8,controller_finished
13803,1.3803,12,merger_finished
13804,1.3804,13,downlink_sent
13805,1.3805,16,actuator_finished
13806,1.3806,2,sensor_finished
13807,1.3807,3,uplink_sent
13809,1.3809,6,estimator_finished
13812,1.3812,10,feedforward_finished
13837,1.3837,4,uplink_received
13850,1.385,1,sensor_activated
13856,1.3856,2,sensor_finished
13857,1.3857,3,uplink_sent
13884,1.3884,14,downlink_received
13887,1.3887,4,uplink_received
13900,1.39,1,sensor_activated
13900,1.39,5,estimator_activated
13906,1.3906,2,sensor_finished
13907,1.3907,3,uplink_sent
13909,1.3909,6,estimator_finished
13937,1.3937,4,uplink_received
13950,1.395,1,sensor_activated
13956,1.3956,2,sensor_finished
13957,1.3957,3,uplink_sent
13987,1.3987,4,uplink_received
14000,1.4,1,sensor_activated
14000,1.4,5,estimator_activated
14000,1.4,7,controller_activated
14000,1.4,9,feedforward_activated
14000,1.4,11,merger_activated
14003,1.4003,8,controller_finished
14003,1.4003,12,merger_finished
14004,1.4004,13,downlink_sent
14006,1.4006,2,sensor_finished
14007,1.4007,3,uplink_sent
14009,1.4009,6,estimator_finished
14012,1.4012,10,feedforward_finished
14037,1.4037,4,uplink_received
14050,1.405,1,sensor_activated
14056,1.4056,2,sensor_finished
14057,1.4057,3,uplink_sent
14084,1.4084,14,downlink_received
14087,1.4087,4,uplink_received
14100,1.41,1,sensor_activated
14100,1.41,5,estimator_activated
14100,1.41,15,actuator_activated
14105,1.4105,16,actuator_finished
14106,1.4106,2,sensor_finished
14107,1.4107,3,uplink_sent
14109,1.4109,6,estimator_finished
14137,1.4137,4,uplink_received
14150,1.415,1,sensor_activated
14156,1.4156,2,sensor_finished
14157,1.4157,3,uplink_sent
14187,1.4187,4,uplink_received
14200,1.42,1,sensor_activated
14200,1.42,5,estimator_activated
14200,1.42,7,controller_activated
14200,1.42,9,feedforward_activated
14200,1.42,11,merger_activated
14203,1.4203,8,controller_finished
14203,1.4203,12,merger_finished
14204,1.4204,13,downlink_sent
14206,1.4206,2,sensor_finished
14207,1.4207,3,uplink_sent
14209,1.4209,6,estimator_finished
14212,1.4212,10,feedforward_finished
14237,1.4237,4,uplink_received
14250,1.425,1,sensor_activated
14256,1.4256,2,sensor_finished
14257,1.4257,3,uplink_sent
14284,1.4284,14,downlink_received
14287,1.4287,4,uplink_received
14300,1.43,1,sensor_activated
14300,1.43,5,estimator_activated
14306,1.4306,2,sensor_finished
14307,1.4307,3,uplink_sent
14309,1.4309,6,estimator_finished
14337,1.4337,4,uplink_received
14350,1.435,1,sensor_activated
14356,1.4356,2,sensor_finished
14357,1.4357,3,uplink_sent
14387,1.4387,4,uplink_received
14400,1.44,1,sensor_activated
14400,1.44,5,estimator_activated
14400,1.44,7,controller_activated
14400,1.44,9,feedforward_activated
14400,1.44,11,merger_activated
14400,1.44,15,actuator_activated
14403,1.4403,8,controller_finished
14403,1.4403,12,merger_finished
14404,1.4404,13,downlink_sent
14405,1.4405,16,actuator_finished
14406,1.4406,2,sensor_finished
14407,1.4407,3,uplink_sent
14409,1.4409,6,estimator_finished
14412,1.4412,10,feedforward_finished
14437,1.4437,4,uplink_received
14450,1.445,1,sensor_activated
14456,1.4456,2,sensor_finished
14457,1.4457,3,uplink_sent
14484,1.4484,14,downlink_received
14487,1.4487,4,uplink_received
14500,1.45,1,sensor_activated
14500,1.45,5,estimator_activated
14506,1.4506,2,sensor_finished
14507,1.4507,3,uplink_sent
14509,1.4509,6,estimator_finished
14537,1.4537,4,uplink_received
14550,1.455,1,sensor_activated
14556,1.4556,2,sensor_finished
14557,1.4557,3,uplink_sent
14587,1.4587,4,uplink_received
14600,1.46,1,sensor_activated
14600,1.46,5,estimator_activated
14600,1.46,7,controller_activated
14600,1.46,9,feedforward_activated
14600,1.46,11,merger_activated
14603,1.4603,8,controller_finished
14603,1.4603,12,merger_finished
14604,1.4604,13,downlink_sent
14606,1.4606,2,sensor_finished
14607,1.4607,3,uplink_sent
14609,1.4609,6,estimator_finished
14612,1.4612,10,feedforward_finished
14637,1.4637,4,uplink_received
14650,1.465,1,sensor_activated
14656,1.4656,2,sensor_finished
14657,1.4657,3,uplink_sent
14684,1.4684,14,downlink_received
14687,1.4687,4,uplink_received
14700,1.47,1,sensor_activated
14700,1.47,5,estimator_activated
14700,1.47,15,actuator_activated
14705,1.4705,16,actuator_finished
14706,1.4706,2,sensor_finished
14707,1.4707,3,uplink_sent
14709,1.4709,6,estimator_finished
14737,1.4737,4,uplink_received
14750,1.475,1,sensor_activated
14756,1.4756,2,sensor_finished
14757,1.4757,3,uplink_sent
14787,1.4787,4,uplink_received
14800,1.48,1,sensor_activated
14800,1.48,5,estimator_activated
14800,1.48,7,controller_activated
14800,1.48,9,feedforward_activated
14800,1.48,11,merger_activated
14803,1.4803,8,controller_finished
14803,1.4803,12,merger_finished
14804,1.4804,13,downlink_sent
14806,1.4806,2,sensor_finished
14807,1.4807,3,uplink_sent
14809,1.4809,6,estimator_finished
14812,1.4812,10,feedforward_finished
14837,1.4837,4,uplink_received
14850,1.485,1,sensor_activated
14856,1.4856,2,sensor_finished
14857,1.4857,3,uplink_sent
14884,1.4884,14,downlink_received
14887,1.4887,4,uplink_received
14900,1.49,1,sensor_activated
14900,1.49,5,estimator_activated
14906,1.4906,2,sensor_finished
14907,1.4907,3,uplink_sent
14909,1.4909,6,estimator_finished
14937,1.4937,4,uplink_received
14950,1.495,1,sensor_activated
14956,1.4956,2,sensor_finished
14957,1.4957,3,uplink_sent
14987,1.4987,4,uplink_received
15000,1.5,1,sensor_activated
15000,1.5,5,estimator_activated
15000,1.5,7,controller_activated
15000,1.5,9,feedforward_activated
15000,1.5,11,merger_activated
15000,1.5,15,actuator_activated
15003,1.5003,8,controller_finished
15003,1.5003,12,merger_finished
15004,1.5004,13,downlink_sent
15005,1.5005,16,actuator_finished
15006,1.5006,2,sensor_finished
15007,1.5007,3,uplink_sent
15009,1.5009,6,estimator_finished
15012,1.5012,10,feedforward_finished
15037,1.5037,4,uplink_received
15050,1.505,1,sensor_activated
15056,1.5056,2,sensor_finished
15057,1.5057,3,uplink_sent
15084,1.5084,14,downlink_received
15087,1.5087,4,uplink_received
15100,1.51,1,sensor_activated
15100,1.51,5,estimator_activated
15106,1.5106,2,sensor_finished
15107,1.5107,3,uplink_sent
15109,1.5109,6,estimator_finished
15137,1.5137,4,uplink_received
15150,1.515,1,sensor_activated
15156,1.5156,2,sensor_finished
15157,1.5157,3,uplink_sent
15187,1.5187,4,uplink_received
15200,1.52,1,sensor_activated
15200,1.52,5,estimator_activated
15200,1.52,7,controller_activated
15200,1.52,9,feedforward_activated
15200,1.52,11,merger_activated
15203,1.5203,8,controller_finished
15203,1.5203,12,merger_finished
15204,1.5204,13,downlink_sent
15206,1.5206,2,sensor_finished
15207,1.5207,3,uplink_sent
15209,1.5209,6,estimator_finished
15212,1.5212,10,feedforward_finished
15237,1.5237,4,uplink_received
15250,1.525,1,sensor_activated
15256,1.5256,2,sensor_finished
15257,1.5257,3,uplink_sent
15284,1.5284,14,downlink_received
15287,1.5287,4,uplink_received
15300,1.53,1,sensor_activated
15300,1.53,5,estimator_activated
15300,1.53,15,actuator_activated
15305,1.5305,16,actuator_finished
15306,1.5306,2,sensor_finished
15307,1.5307,3,uplink_sent
15309,1.5309,6,estimator_finished
15337,1.5337,4,uplink_received
15350,1.535,1,sensor_activated
15356,1.5356,2,sensor_finished
15357,1.5357,3,uplink_sent
15387,1.5387,4,uplink_received
15400,1.54,1,sensor_activated
15400,1.54,5,estimator_activated
15400,1.54,7,controller_activated
15400,1.54,9,feedforward_activated
15400,1.54,11,merger_activated
15403,1.5403,8,controller_finished
15403,1.5403,12,merger_finished
15404,1.5404,13,downlink_sent
15406,1.5406,2,sensor_finished
15407,1.5407,3,uplink_sent
15409,1.5409,6,estimator_finished
15412,1.5412,10,feedforward_finished
15437,1.5437,4,uplink_received
15450,1.545,1,sensor_activated
15456,1.5456,2,sensor_finished
15457,1.5457,3,uplink_sent
15484,1.5484,14,downlink_received
15487,1.5487,4,uplink_received
15500,1.55,1,sensor_activated
15500,1.55,5,estimator_activated
15506,1.5506,2,sensor_finished
15507,1.5507,3,uplink_sent
15509,1.5509,6,estimator_finished
15537,1.5537,4,uplink_received
15550,1.555,1,sensor_activated
15556,1.5556,2,sensor_finished
15557,1.5557,3,uplink_sent
15587,1.5587,4,uplink_received
15600,1.56,1,sensor_activated
15600,1.56,5,estimator_activated
15600,1.56,7,controller_activated
15600,1.56,9,feedforward_activated
15600,1.56,11,merger_activated
15600,1.56,15,actuator_activated
15603,1.5603,8,controller_finished
15603,1.5603,12,merger_finished
15604,1.5604,13,downlink_sent
15605,1.5605,16,actuator_finished
15606,1.5606,2,sensor_finished
15607,1.5607,3,uplink_sent
15609,1.5609,6,estimator_finished
15612,1.5612,10,feedforward_finished
15637,1.5637,4,uplink_received
15650,1.565,1,sensor_activated
15656,1.5656,2,sensor_finished
15657,1.5657,3,uplink_sent
15684,1.5684,14,downlink_received
15687,1.5687,4,uplink_received
15700,1.57,1,sensor_activated
15700,1.57,5,estimator_activated
15706,1.5706,2,sensor_finished
15707,1.5707,3,uplink_sent
15709,1.5709,6,estimator_finished
15737,1.5737,4,uplink_received
15750,1.575,1,sensor_activated
15756,1.5756,2,sensor_finished
15757,1.5757,3,uplink_sent
15787,1.5787,4,uplink_received
15800,1.58,1,sensor_activated
15800,1.58,5,estimator_activated
15800,1.58,7,controller_activated
15800,1.58,9,feedforward_activated
15800,1.58,11,merger_activated
15803,1.5803,8,controller_finished
15803,1.5803,12,merger_finished
15804,1.5804,13,downlink_sent
15806,1.5806,2,sensor_finished
15807,1.5807,3,uplink_sent
15809,1.5809,6,estimator_finished
15812,1.5812,10,feedforward_finished
15837,1.5837,4,uplink_received
15850,1.585,1,sensor_activated
15856,1.5856,2,sensor_finished
15857,1.5857,3,uplink_sent
15884,1.5884,14,downlink_received
15887,1.5887,4,uplink_received
15900,1.59,1,sensor_activated
15900,1.59,5,estimator_activated
15900,1.59,15,actuator_activated
15905,1.5905,16,actuator_finished
15906,1.5906,2,sensor_finished
15907,1.5907,3,uplink_sent
15909,1.5909,6,estimator_finished
15937,1.5937,4,uplink_received
15950,1.595,1,sensor_activated
15956,1.5956,2,sensor_finished
15957,1.5957,3,uplink_sent
15987,1.5987,4,uplink_received
16000,1.6,1,sensor_activated
16000,1.6,5,estimator_activated
16000,1.6,7,controller_activated
16000,1.6,9,feedforward_activated
16000,1.6,11,merger_activated
16003,1.6003,8,controller_finished
16003,1.6003,12,merger_finished
16004,1.6004,13,downlink_sent
16006,1.6006,2,sensor_finished
16007,1.6007,3,uplink_sent
16009,1.6009,6,estimator_finished
16012,1.6012,10,feedforward_finished
16037,1.6037,4,uplink_received
16050,1.605,1,sensor_activated
16056,1.6056,2,sensor_finished
16057,1.6057,3,uplink_sent
16084,1.6084,14,downlink_received
16087,1.6087,4,uplink_received
16100,1.61,1,sensor_activated
16100,1.61,5,estimator_activated
16106,1.6106,2,sensor_finished
16107,1.6107,3,uplink_sent
16109,1.6109,6,estimator_finished
16137,1.6137,4,uplink_received
16150,1.615,1,sensor_activated
16156,1.6156,2,sensor_finished
16157,1.6157,3,uplink_sent
16187,1.6187,4,uplink_received
16200,1.62,1,sensor_activated
16200,1.62,5,estimator_activated
16200,1.62,7,controller_activated
16200,1.62,9,feedforward_activated
16200,1.62,11,merger_activated
16200,1.62,15,actuator_activated
16203,1.6203,8,controller_finished
16203,1.6203,12,merger_finished
16204,1.6204,13,downlink_sent
16205,1.6205,16,actuator_finished
16206,1.6206,2,sensor_finished
16207,1.6207,3,uplink_sent
16209,1.6209,6,estimator_finished
16212,1.6212,10,feedforward_finished
16237,1.6237,4,uplink_received
16250,1.625,1,sensor_activated
16256,1.6256,2,sensor_finished
16257,1.6257,3,uplink_sent
16284,1.6284,14,downlink_received
16287,1.6287,4,uplink_received
16300,1.63,1,sensor_activated
16300,1.63,5,estimator_activated
16306,1.6306,2,sensor_finished
16307,1.6307,3,uplink_sent
16309,1.6309,6,estimator_finished
16337,1.6337,4,uplink_received
16350,1.635,1,sensor_activated
16356,1.6356,2,sensor_finished
16357,1.6357,3,uplink_sent
16387,1.6387,4,uplink_received
16400,1.64,1,sensor_activated
16400,1.64,5,estimator_activated
16400,1.64,7,controller_activated
16400,1.64,9,feedforward_activated
16400,1.64,11,merger_activated
16403,1.6403,8,controller_finished
16403,1.6403,12,merger_finished
16404,1.6404,13,downlink_sent
16406,1.6406,2,sensor_finished
16407,1.6407,3,uplink_sent
16409,1.6409,6,estimator_finished
16412,1.6412,10,feedforward_finished
16437,1.6437,4,uplink_received
16450,1.645,1,sensor_activated
16456,1.6456,2,sensor_finished
16457,1.6457,3,uplink_sent
16484,1.6484,14,downlink_received
16487,1.6487,4,uplink_received
16500,1.65,1,sensor_activated
16500,1.65,5,estimator_activated
16500,1.65,15,actuator_activated
16505,1.6505,16,actuator_finished
16506,1.6506,2,sensor_finished
16507,1.6507,3,uplink_sent
16509,1.6509,6,estimator_finished
16537,1.6537,4,uplink_received
16550,1.655,1,sensor_activated
16556,1.6556,2,sensor_finished
16557,1.6557,3,uplink_sent
16587,1.6587,4,uplink_received
16600,1.66,1,sensor_activated
16600,1.66,5,estimator_activated
16600,1.66,7,controller_activated
16600,1.66,9,feedforward_activated
16600,1.66,11,merger_activated
16603,1.6603,8,controller_finished
16603,1.6603,12,merger_finished
16604,1.6604,13,downlink_sent
16606,1.6606,2,sensor_finished
16607,1.6607,3,uplink_sent
16609,1.6609,6,estimator_finished
16612,1.6612,10,feedforward_finished
16637,1.6637,4,uplink_received
16650,1.665,1,sensor_activated
16656,1.6656,2,sensor_finished
16657,1.6657,3,uplink_sent
16684,1.6684,14,downlink_received
16687,1.6687,4,uplink_received
16700,1.67,1,sensor_activated
16700,1.67,5,estimator_activated
16706,1.6706,2,sensor_finished
16707,1.6707,3,uplink_sent
16709,1.6709,6,estimator_finished
16737,1.6737,4,uplink_received
16750,1.675,1,sensor_activated
16756,1.6756,2,sensor_finished
16757,1.6757,3,uplink_sent
16787,1.6787,4,uplink_received
16800,1.68,1,sensor_activated
16800,1.68,5,estimator_activated
16800,1.68,7,controller_activated
16800,1.68,9,feedforward_activated
16800,1.68,11,merger_activated
16800,1.68,15,actuator_activated
16803,1.6803,8,controller_finished
16803,1.6803,12,merger_finished
16804,1.6804,13,downlink_sent
16805,1.6805,16,actuator_finished
16806,1.6806,2,sensor_finished
16807,1.6807,3,uplink_sent
16809,1.6809,6,estimator_finished
16812,1.6812,10,feedforward_finished
16837,1.6837,4,uplink_received
16850,1.685,1,sensor_activated
16856,1.6856,2,sensor_finished
16857,1.6857,3,uplink_sent
16884,1.6884,14,downlink_received
16887,1.6887,4,uplink_received
16900,1.69,1,sensor_activated
16900,1.69,5,estimator_activated
16906,1.6906,2,sensor_finished
16907,1.6907,3,uplink_sent
16909,1.6909,6,estimator_finished
16937,1.6937,4,uplink_received
16950,1.695,1,sensor_activated
16956,1.6956,2,sensor_finished
16957,1.6957,3,uplink_sent
16987,1.6987,4,uplink_received
17000,1.7,1,sensor_activated
17000,1.7,5,estimator_activated
17000,1.7,7,controller_activated
17000,1.7,9,feedforward_activated
17000,1.7,11,merger_activated
17003,1.7003,8,controller_finished
17003,1.7003,12,merger_finished
17004,1.7004,13,downlink_sent
17006,1.7006,2,sensor_finished
17007,1.7007,3,uplink_sent
17009,1.7009,6,estimator_finished
17012,1.7012,10,feedforward_finished
17037,1.7037,4,uplink_received
17050,1.705,1,sensor_activated
17056,1.7056,2,sensor_finished
17057,1.7057,3,uplink_sent
17084,1.7084,14,downlink_received
17087,1.7087,4,uplink_received
17100,1.71,1,sensor_activated
17100,1.71,5,estimator_activated
17100,1.71,15,actuator_activated
17105,1.7105,16,actuator_finished
17106,1.7106,2,sensor_finished
17107,1.7107,3,uplink_sent
17109,1.7109,6,estimator_finished
17137,1.7137,4,uplink_received
17150,1.715,1,sensor_activated
17156,1.7156,2,sensor_finished
17157,1.7157,3,uplink_sent
17187,1.7187,4,uplink_received
17200,1.72,1,sensor_activated
17200,1.72,5,estimator_activated
17200,1.72,7,controller_activated
17200,1.72,9,feedforward_activated
17200,1.72,11,merger_activated
17203,1.7203,8,controller_finished
17203,1.7203,12,merger_finished
17204,1.7204,13,downlink_sent
17206,1.7206,2,sensor_finished
17207,1.7207,3,uplink_sent
17209,1.7209,6,estimator_finished
17212,1.7212,10,feedforward_finished
17237,1.7237,4,uplink_received
17250,1.725,1,sensor_activated
17256,1.7256,2,sensor_finished
17257,1.7257,3,uplink_sent
17284,1.7284,14,downlink_received
17287,1.7287,4,uplink_received
17300,1.73,1,sensor_activated
17300,1.73,5,estimator_activated
17306,1.7306,2,sensor_finished
17307,1.7307,3,uplink_sent
17309,1.7309,6,estimator_finished
17337,1.7337,4,uplink_received
17350,1.735,1,sensor_activated
17356,1.7356,2,sensor_finished
17357,1.7357,3,uplink_sent
17387,1.7387,4,uplink_received
17400,1.74,1,sensor_activated
17400,1.74,5,estimator_activated
17400,1.74,7,controller_activated
17400,1.74,9,feedforward_activated
17400,1.74,11,merger_activated
17400,1.74,15,actuator_activated
17403,1.7403,8,controller_finished
17403,1.7403,12,merger_finished
17404,1.7404,13,downlink_sent
17405,1.7405,16,actuator_finished
17406,1.7406,2,sensor_finished
17407,1.7407,3,uplink_sent
17409,1.7409,6,estimator_finished
17412,1.7412,10,feedforward_finished
17437,1.7437,4,uplink_received
17450,1.745,1,sensor_activated
17456,1.7456,2,sensor_finished
17457,1.7457,3,uplink_sent
17484,1.7484,14,downlink_received
17487,1.7487,4,uplink_received
17500,1.75,1,sensor_activated
17500,1.75,5,estimator_activated
17506,1.7506,2,sensor_finished
17507,1.7507,3,uplink_sent
17509,1.7509,6,estimator_finished
17537,1.7537,4,uplink_received
17550,1.755,1,sensor_activated
17556,1.7556,2,sensor_finished
17557,1.7557,3,uplink_sent
17587,1.7587,4,uplink_received
17600,1.76,1,sensor_activated
17600,1.76,5,estimator_activated
17600,1.76,7,controller_activated
17600,1.76,9,feedforward_activated
17600,1.76,11,merger_activated
17603,1.7603,8,controller_finished
17603,1.7603,12,merger_finished
17604,1.7604,13,downlink_sent
17606,1.7606,2,sensor_finished
17607,1.7607,3,uplink_sent
17609,1.7609,6,estimator_finished
17612,1.7612,10,feedforward_finished
17637,1.7637,4,uplink_received
17650,1.765,1,sensor_activated
17656,1.7656,2,sensor_finished
17657,1.7657,3,uplink_sent
17684,1.7684,14,downlink_received
17687,1.7687,4,uplink_received
17700,1.77,1,sensor_activated
17700,1.77,5,estimator_activated
17700,1.77,15,actuator_activated
17705,1.7705,16,actuator_finished
17706,1.7706,2,sensor_finished
17707,1.7707,3,uplink_sent
17709,1.7709,6,estimator_finished
17737,1.7737,4,uplink_received
17750,1.775,1,sensor_activated
17756,1.7756,2,sensor_finished
17757,1.7757,3,uplink_sent
17787,1.7787,4,uplink_received
17800,1.78,1,sensor_activated
17800,1.78,5,estimator_activated
17800,1.78,7,controller_activated
17800,1.78,9,feedforward_activated
17800,1.78,11,merger_activated
17803,1.7803,8,controller_finished
